"Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks","Inclusion","Potential Decks"
"B","9","In Garruk's Wake","rare","Sorcery","2.49","1.25","2.19","0.69","0.02","0.5189504373177845","92569","92569","4146014"
"U","2","Triskaidekaphile","rare","Creature","0.59","0.45","0.55","0.23","0.02","0.47277936962750733","89950","89950","4028755"
"U","6","Deadeye Navigator","rare","Creature","3.99","1.7","2.92","0.6","0.02","0.8368580060422961","89937","89937","4028755"
"G","2","Overprotect","uncommon","Instant","2.29","0.71","2.56","2.76","0.03","0.22105263157894733","76406","76406","3425984"
"U","2","Cloud of Faeries","common","Creature","0.79","0.34","0.72","0.17","0.04","0.2500000000000003","89774","89774","4028755"
"U","2","Silent Hallcreeper","rare","Creature","3.49","1.6","3.65","1","0.02","0.23529411764705882","77389","77389","3476475"
"U,B","2","Basim Ibn Ishaq","rare","Creature","5.49","2.89","5.85","4.05","0.02","0.31746031746031733","42046","42046","1889417"
"R","4","Atsushi, the Blazing Sky","mythic","Creature","1.29","0.61","1.09","0.89","0.02","0.17796610169491536","90526","90526","4068867"
"R","5","All Will Be One","mythic","Enchantment","32.99","20","21.96","20.76","0.28","0.9513888888888888","90493","90493","4068867"
"U,B","4","Ingenious Infiltrator","uncommon","Creature","1.79","1.5","1.46","1.04","0.03","0.3153846153846154","45201","45201","2034408"
"R","4","Sneak Attack","mythic","Enchantment","13.99","9.83","11.71","6.45","0.49","1.1162162162162166","90251","90251","4068867"
"B,R","3","Rivaz of the Claw","rare","Creature","1.29","0.5","1.09","0.46","0.02","0.29245283018867935","42185","42185","1902006"
"B","3","Underworld Dreams","uncommon","Enchantment","3.49","2.7","3.65","1.07","0.02","0.6603773584905656","91893","91893","4146014"
"U","1","March of Swirling Mist","rare","Instant","2.99","1.89","3.65","2.38","0.02","0.2675159235668789","89293","89293","4028755"
"W,B,G","4","The Necrobloom","rare","Creature","0.49","0.4","0.55","0.02","0.02","0.6494845360824741","17542","17542","791634"
"W","4","Court of Grace","rare","Enchantment","3.99","2.71","3.65","1.43","4.84","0.2514970059880239","84172","84172","3798857"
"","2","Altar of Dementia","rare","Artifact","18.99","15.73","17.56","9.51","0.03","1.1021194605009634","180529","180529","8148845"
"W","2","Loyal Warhound","rare","Creature","0.79","0.42","0.72","0.5","0.02","0.12637362637362648","84085","84085","3798857"
"R","3","Treasure Nabber","rare","Creature","4.99","3.94","5.12","1.18","2.34","0.9181286549707602","90020","90020","4068867"
"R","2","Dockside Extortionist","mythic","Creature","11.99","9.89","12.44","8.95","2.02","0","90005","90005","4068867"
"G,W","5","Yuna, Hope of Spira","mythic","Creature","5.49","3.75","5.12","7.08","0.12","0.5104166666666665","22332","22332","1009639"
"R","5","Scourge of Valkas","mythic","Creature","4.99","4.32","2.92","4.87","0.02","0.45125348189415043","89939","89939","4068867"
"B,R","1","Burnt Offering","common","Instant","1.99","2.12","2.19","1.1","10.92","0.280373831775701","41979","41979","1902006"
"B,G","3","Journey to Eternity","rare","Enchantment","8.49","6","9.51","5.16","0.02","0.19921875","38160","38160","1730512"
"W","4","Felidar Guardian","uncommon","Creature","3.49","2.63","3.65","1.25","0.03","0.5567010309278357","83764","83764","3798857"
"U","4","Deep Analysis","common","Sorcery","0.35","0.2","0.21","0.05","0.03","0.14012738853503184","88822","88822","4028755"
"G","1","Gift of the Viper","common","Instant","0.69","0.26","0.55","0.17","0.03","0.16564417177914115","78381","78381","3555781"
"G,U","2","The Goose Mother","rare","Creature","2.99","1.4","2.92","0.84","0.02","0.19626168224299065","40196","40196","1824186"
"B","2","Persist","rare","Sorcery","1.49","0.7","1.82","1.13","0.12","0.3542857142857142","91335","91335","4146014"
"R","5","Sozin's Comet","mythic","Sorcery","7.49","5.8","6.58","3.72","0.02","0","28981","28981","1315997"
"R","2","Fling","common","Instant","0.35","0.2","0.21","0.04","0.02","0.2619047619047619","89542","89542","4068867"
"B","2","Dreadhorde Invasion","rare","Enchantment","0.79","0.55","0.72","0.37","0.02","0.21220930232558138","91229","91229","4146014"
"B,R","5","Master of Cruelties","mythic","Creature","4.99","3.71","3.65","2.94","0.02","1.1464354527938352","41843","41843","1902006"
"B,G","3","Scouring Swarm","rare","Creature","0.49","0.25","0.36","0.3","0.91","0.31182795698924726","18768","18768","853183"
"R","3","Brass's Tunnel-Grinder","rare","Artifact","3.99","2.65","3.65","1.58","0.02","0.20077220077220076","89450","89450","4068867"
"U","2","Dour Port-Mage","rare","Creature","4.49","2.09","3.65","2.58","0.02","0.3068783068783069","80358","80358","3657586"
"W,B,G","5","Nethroi, Apex of Death","mythic","Creature","4.99","2.36","4.39","1.35","0.02","0.5","18236","18236","830445"
"W","3","Timely Ward","rare","Enchantment","2.29","1","2.19","1.56","2.37","0.23737373737373735","83416","83416","3798857"
"R,W","4","Neyali, Suns' Vanguard","mythic","Creature","2.49","2.29","2.56","1.71","3.48","0.19047619047619052","41671","41671","1898441"
"W,U","7","Voyage Home","uncommon","Sorcery","0.79","0.32","0.72","0.22","0.03","0.3369565217391305","30491","30491","1389728"
"W,B","4","Squall, SeeD Mercenary","rare","Creature","0.99","0.8","0.72","0.65","0.02","0.3431372549019608","23578","23578","1075148"
"G","2","Prosperous Innkeeper","uncommon","Creature","0.35","0.25","0.36","0.24","0.03","0.22153846153846157","82704","82704","3772297"
"B","5","Archfiend of Ifnir","rare","Creature","0.79","0.39","0.72","0.4","0.02","0.6868131868131869","90882","90882","4146014"
"B,R","5","Rakdos Joins Up","rare","Enchantment","0.99","0.49","1.09","0.32","0.02","0.25384615384615383","40980","40980","1871054"
"R","7","Brass's Bounty","rare","Sorcery","0.79","0.45","0.55","0.23","0.02","0.21148036253776434","89112","89112","4068867"
"W,B","3","Athreos, God of Passage","mythic","Creature","13.99","14","15.37","10.54","0.03","0.5923913043478264","40595","40595","1853973"
"","1","Springleaf Drum","uncommon","Artifact","0.35","0.31","0.21","0.23","0.03","0.2","178421","178421","8148845"
"B","4","Grave Venerations","rare","Enchantment","1.79","1.12","2.56","0.95","2.31","0","17046","17046","778861"
"G","4","Temur Sabertooth","uncommon","Creature","2.29","1.03","1.46","0.91","0.03","0.4196185286103542","82495","82495","3772297"
"W,U,B,R,G","3","Najeela, the Blade-Blossom","mythic","Creature","6.99","7.69","6.58","2.96","0.34","1.2899786780383804","11806","11806","539948"
"W,B","3","Commissar Severina Raine","rare","Creature","22.99","19.52","23.42","16.32","0.43","0.36792452830188677","40518","40518","1853973"
"W","2","Lion Sash","rare","Creature","2.99","2","3.65","1.57","0.02","0.17948717948717957","83004","83004","3798857"
"B,G","4","High Perfect Morcant","rare","Creature","2.29","2.43","2.92","1","0.13","0","9528","9528","436257"
"G,W","3","Calix, Guided by Fate","mythic","Creature","16.99","12.18","16.83","12.12","0.02","0.3622047244094489","37862","37862","1735178"
"W","3","Inspiring Overseer","common","Creature","0.49","0.24","0.55","0.12","0.03","0.09954751131221716","82872","82872","3798857"
"U","2","Snapcaster Mage","mythic","Creature","27.99","17.13","23.42","13","0.08","0.48823529411764705","87811","87811","4028755"
"G","1","Goldvein Hydra","mythic","Creature","13.99","8.92","11.71","7.22","0.15","0.383720930232558","80827","80827","3712228"
"W","7","Dazzling Theater // Prop Room","rare","Enchantment","1.79","0.9","1.46","0.5","0.02","0.24305555555555555","70884","70884","3258073"
"R,W","3","Joshua, Phoenix's Dominant","rare","Creature","0.69","0.74","0.72","0.84","0.02","0.26666666666666666","23687","23687","1088888"
"W","8","Summon: Knights of Round","mythic","Creature","16.99","11.84","16.1","11","0.17","0.3935483870967743","47452","47452","2182157"
"R,W","2","Cloudshredder Sliver","rare","Creature","3.49","3.52","2.19","1.49","0.02","0.7027027027027024","41258","41258","1898441"
"W,B,G","3","Doran, the Siege Tower","rare","Creature","12.99","14.86","13.9","2.37","0.02","0.17647058823529413","18018","18018","830445"
"G,U","2","Korlessa, Scale Singer","uncommon","Creature","0.69","0.24","0.55","0.2","3.03","0.15238095238095234","39570","39570","1824186"
"W","5","Ondu Spiritdancer","rare","Creature","4.49","1.91","5.12","3.91","2.17","0.4052631578947368","82320","82320","3798857"
"W","5","Winds of Rath","rare","Sorcery","0.69","0.39","0.72","0.25","0.02","0.4487534626038781","82300","82300","3798857"
"U,B","4","Whispering Madness","rare","Sorcery","4.49","2.23","3.65","1.32","0.02","0.5742574257425741","44017","44017","2034408"
"G,U","3","Edric, Spymaster of Trest","rare","Creature","1.99","1.73","1.46","0.72","0.02","0.48760330578512395","39442","39442","1824186"
"B","3","Overkill","uncommon","Instant","0.49","0.28","0.36","0.14","0.04","0.36111111111111116","50103","50103","2317523"
"U","2","Tetsuko Umezawa, Fugitive","uncommon","Creature","0.35","0.22","0.21","0.1","0.03","0.32861189801699725","87074","87074","4028755"
"U","4","Desynchronization","rare","Instant","8.99","5.17","10.24","5.37","0.02","0.6421052631578945","80840","80840","3742284"
"G,U","6","Bonny Pall, Clearcutter","rare","Creature","0.79","0.45","0.72","0.5","0.02","0.25217391304347825","38784","38784","1797694"
"R","1","Diamond Pick-Axe","uncommon","Artifact","1.29","0.5","1.46","0.32","0.03","0.09009009009009013","87757","87757","4068867"
"W","2","Grand Crescendo","rare","Instant","4.49","2.63","4.39","2.21","5.48","0.3697916666666668","81925","81925","3798857"
"G","3","Awakening Zone","rare","Enchantment","0.99","1","0.72","0.81","0.02","0.16091954022988508","81349","81349","3772297"
"G,U,R","6","Iroh, Grand Lotus","rare","Creature","0.49","0.55","0.55","0.33","0.02","0","6139","6139","284765"
"G,U","5","Wistfulness","mythic","Creature","20.99","15","19.76","14.86","6.16","0","7320","7320","339718"
"W,B","5","Shadrix Silverquill","mythic","Creature","1.29","0.5","1.09","0.54","0.02","0.15178571428571427","39927","39927","1853973"
"B","3","Dark Deal","uncommon","Sorcery","3.99","1.45","2.92","2.43","0.03","0.7275362318840581","89242","89242","4146014"
"G","2","Duskshell Crawler","common","Creature","0.49","0.25","0.36","0.1","0.03","0.17486338797814208","81196","81196","3772297"
"U,B","6","Tezzeret, Master of the Bridge","mythic","Planeswalker","27.99","19.94","23.42","10.69","0.02","0.6853932584269667","43786","43786","2034408"
"G,W","1","Rhys the Redeemed","rare","Creature","4.99","5.94","4.39","1.56","0.02","0.3131313131313131","37296","37296","1735178"
"R","4","Fiery Confluence","rare","Sorcery","0.79","0.51","1.09","0.51","3.67","0.19653179190751446","87319","87319","4068867"
"U","1","Octopus Form","common","Instant","0.35","0.25","0.36","0.1","0.03","0","26605","26605","1241011"
"","2","Emerald Medallion","rare","Artifact","4.49","2.99","5.12","1.75","0.02","0.20266666666666666","174661","174661","8148845"
"G","7","Hornet Queen","rare","Creature","0.49","0.25","0.36","0.21","0.02","0.2301980198019802","80749","80749","3772297"
"R,W,B","4","Brutal Hordechief","mythic","Creature","3.99","2.62","2.56","1.69","0.02","0.09523809523809523","19846","19846","927141"
"R,W","2","Arbaaz Mir","uncommon","Creature","0.35","0.22","0.36","0.12","0.05","0.29807692307692324","37703","37703","1761628"
"W","6","The Eternal Wanderer","rare","Planeswalker","1.99","1.13","1.82","1.04","0.02","0.4463276836158192","81300","81300","3798857"
"R","3","Valakut Exploration","rare","Enchantment","3.99","2.8","4.39","3.65","0.02","0.2524271844660192","87047","87047","4068867"
"U","4","Coastal Piracy","uncommon","Enchantment","1.29","0.35","1.09","0.46","0.02","0.20441988950276244","86107","86107","4028755"
"W","4","Myrel, Shield of Argive","mythic","Creature","19.99","19.35","21.96","12.33","0.17","0.90625","81120","81120","3798857"
"W","8","Zetalpa, Primal Dawn","rare","Creature","0.49","0.25","0.36","0.17","0.02","0.4212121212121213","81091","81091","3798857"
"R,G","5","Wildsear, Scouring Maw","mythic","Creature","0.99","0.49","1.09","1.08","2","0.4603174603174603","34495","34495","1617357"
"B","1","Feign Death","common","Instant","2.29","1.01","2.19","0.98","0.03","0.15527950310559005","88423","88423","4146014"
"U,B","4","Ertai Resurrected","rare","Creature","0.79","0.4","0.72","0.7","0.02","0.30833333333333335","43309","43309","2034408"
"G,W","6","Hamza, Guardian of Arashin","uncommon","Creature","0.59","0.28","0.55","0.16","0.04","0.28571428571428575","36921","36921","1735178"
"B","3","Sinister Gnarlbark","rare","Creature","0.99","0.59","1.46","0.78","undefined","0","16571","16571","778861"
"G","2","Shigeki, Jukai Visionary","rare","Creature","0.49","0.25","0.36","0.23","0.02","0.1818181818181818","80235","80235","3772297"
"R","4","Relentless Assault","rare","Sorcery","4.49","2.69","4.39","2.15","0.02","0.5142857142857142","86532","86532","4068867"
"U","2","Malcolm, Alluring Scoundrel","rare","Creature","3.49","1.44","3.65","1.76","0.02","0.3259668508287292","85666","85666","4028755"
"R,G","4","Dragonborn Champion","rare","Creature","12.99","9.57","13.17","12.47","1.99","0.2436974789915969","38026","38026","1788871"
"U,B","4","Gríma, Saruman's Footman","rare","Creature","5.49","4.2","6.58","3.84","1.74","0.35514018691588783","43214","43214","2034408"
"W","1","Rebuff the Wicked","uncommon","Instant","8.99","7.68","7.31","2.01","0.03","0.41081081081081083","80651","80651","3798857"
"G,W","2","Earth King's Lieutenant","rare","Creature","0.49","0.4","0.55","0.36","0.02","0","11827","11827","557224"
"R","1","Goblin Welder","rare","Creature","19.99","16.41","20.49","13.67","8.09","0.5953079178885634","86292","86292","4068867"
"W,B,G","4","Felothar the Steadfast","mythic","Creature","2.49","2.5","1.46","1.1","undefined","0.3274336283185841","11864","11864","559446"
"B","4","Disciple of Bolas","rare","Creature","0.79","0.39","0.72","0.19","0.02","0.18229166666666666","87890","87890","4146014"
"G","4","Natural Order","mythic","Sorcery","24.99","22.99","22.69","15.66","5.89","1.3143712574850304","79901","79901","3772297"
"W,B","2","Rite of Oblivion","uncommon","Sorcery","0.69","0.4","0.72","0.48","0.03","0.2258064516129032","39244","39244","1853973"
"G,W","4","Sigarda, Font of Blessings","rare","Creature","3.99","2.9","4.39","2.55","0.02","0.5585585585585585","36715","36715","1735178"
"W","2","Get Lost","rare","Instant","7.99","5.01","6.58","4.86","1.72","0.2690058479532163","80360","80360","3798857"
"W,U,B,R,G","4","Hei Bai, Forest Guardian","mythic","Creature","13.99","9.67","12.44","14.03","2.93","0","3831","3831","181310"
"U","5","The Unagi of Kyoshi Island","rare","Creature","3.99","2.47","2.92","2.24","0.02","0","26216","26216","1241011"
"U,B","5","Extract from Darkness","uncommon","Sorcery","0.39","0.25","0.36","0.11","0.04","0.18446601941747576","42947","42947","2034408"
"B,R","3","Kolaghan's Command","rare","Instant","0.69","0.37","0.72","0.36","0.02","0.10416666666666667","40150","40150","1902006"
"U","4","Glen Elendra Archmage","rare","Creature","16.99","12.29","11.71","8.08","0.02","0.7281553398058253","84996","84996","4028755"
"R","2","Thermo-Alchemist","uncommon","Creature","0.35","0.24","0.36","0.11","0.03","0.225","85827","85827","4068867"
"W","3","Smuggler's Share","rare","Enchantment","11.99","8.81","12.44","5.85","8.94","0.34951456310679635","80066","80066","3798857"
"R,G,W","5","Samut, Voice of Dissent","mythic","Creature","3.49","2.55","2.56","2.35","0.03","0","20267","20267","962220"
"U","3","Aether Channeler","rare","Creature","0.69","0.3","0.72","0.37","0.02","0.18285714285714286","84854","84854","4028755"
"R","2","Final Fortune","rare","Instant","13.99","14.14","13.9","10.18","1.61","0.6179775280898874","85610","85610","4068867"
"G,U","2","Decisive Denial","uncommon","Instant","0.35","0.25","0.36","0.08","0.03","0.13392857142857154","38356","38356","1824186"
"B,R","3","Florian, Voldaren Scion","rare","Creature","0.79","0.4","0.72","0.29","0.02","0.2222222222222222","39991","39991","1902006"
"R","2","Flamebraider","uncommon","Creature","0.35","0.28","0.36","0.14","0.02","0","15612","15612","742666"
"G","2","Satyr Wayfinder","common","Creature","0.35","0.2","0.36","0.12","0.03","0.17326732673267325","79241","79241","3772297"
"U","1","Stubborn Denial","uncommon","Instant","4.99","4.12","4.39","2.92","0.03","0.26285714285714296","84570","84570","4028755"
"W,U","2","Faithful Mending","uncommon","Instant","1.79","0.78","1.46","0.9","0.03","0.1626016260162602","39040","39040","1860951"
"W,U,B","4","Queza, Augur of Agonies","uncommon","Creature","0.35","0.24","0.21","0.11","0.03","0.5303030303030303","21084","21084","1005205"
"G,W,U","5","Galadriel, Light of Valinor","mythic","Creature","22.99","23.97","20.49","17.85","1.68","0.5633802816901409","19556","19556","932626"
"B","5","Shriekmaw","uncommon","Creature","0.35","0.25","0.36","0.18","0.02","0.22404371584699465","86904","86904","4146014"
"W,U,B,R,G","5","Chromanticore","mythic","Creature","0.99","0.72","1.09","0.36","0.02","0.3","11310","11310","539948"
"B,G","6","Garruk, Cursed Huntsman","mythic","Planeswalker","0.99","0.48","1.09","0.66","0.02","0.22641509433962267","36215","36215","1730512"
"B,G","5","Lord of Extinction","mythic","Creature","1.29","0.57","1.46","0.59","0.02","0.2627118644067796","36214","36214","1730512"
"W,B","4","Edgar, Charmed Groom","rare","Creature","4.99","4.28","4.39","4.46","0.02","0.15306122448979595","38787","38787","1853973"
"R,W","3","Zirda, the Dawnwaker","rare","Creature","1.99","1.35","1.82","0.53","0.02","0.4907407407407409","39704","39704","1898441"
"U","3","Spirit Water Revival","rare","Sorcery","0.69","1","0.55","0.64","0.02","0","25809","25809","1234210"
"W,B,G","4","Ixhel, Scion of Atraxa","mythic","Creature","1.49","2.54","1.46","0.88","2.78","0.5944444444444441","17354","17354","830445"
"W,U","3","Steel of the Godhead","common","Enchantment","3.49","2.55","3.65","1.17","0.03","0.23809523809523808","38885","38885","1860951"
"W,U,B","3","The Master of Keys","mythic","Creature","0.99","0.66","1.09","0.73","undefined","0.39814814814814814","18161","18161","870329"
"B,G,U","7","Emergent Ultimatum","rare","Sorcery","0.69","0.5","0.72","0.68","0.02","0.7117516629711746","19141","19141","917804"
"G","2","Frenzied Baloth","rare","Creature","2.99","2.15","3.65","2.05","0.15","0.44444444444444453","38215","38215","1832562"
"W","6","Felidar Sovereign","rare","Creature","3.49","2.59","3.65","1.15","0.02","1.0519262981574535","79217","79217","3798857"
"G,W","4","Treebeard, Gracious Host","rare","Creature","6.49","6.01","5.12","3.85","2.03","0.36633663366336633","36170","36170","1735178"
"B","2","Jadar, Ghoulcaller of Nephalia","rare","Creature","9.49","6.32","9.51","7.02","0.02","0.2144927536231884","86372","86372","4146014"
"","3","Buster Sword","mythic","Artifact","42.99","36.54","43.92","25.41","0.37","0.9589552238805971","95959","95959","4608555"
"B","2","Unmarked Grave","rare","Sorcery","4.49","2.87","4.39","1.6","0.02","0.38068181818181784","86318","86318","4146014"
"U,B,R","8","Sauron, Lord of the Rings","mythic","Creature","0.99","0.57","1.09","0.74","2","0.4074074074074074","20247","20247","972915"
"B","2","Cover of Darkness","rare","Enchantment","9.99","6.13","9.51","3.63","0.02","0.5608465608465611","86239","86239","4146014"
"B","4","Lethal Scheme","rare","Instant","0.49","0.26","0.36","0.22","0.73","0.23333333333333334","86215","86215","4146014"
"U","5","Tezzeret the Seeker","mythic","Planeswalker","27.99","22.26","21.96","12.46","0.02","0.7048710601719199","83769","83769","4028755"
"G,W,U","3","Tidus, Yuna's Guardian","mythic","Creature","0.99","0.68","1.09","0.89","1.17","0.45360824742268024","13848","13848","666512"
"R","2","Electrodominance","rare","Instant","0.99","0.58","0.72","0.39","0.02","0.27619047619047643","84461","84461","4068867"
"R,G","2","Rydia, Summoner of Mist","uncommon","Creature","0.35","0.21","0.21","0.11","0.03","0.3099999999999999","20492","20492","987535"
"U,B","2","Satoru, the Infiltrator","rare","Creature","1.49","0.54","1.46","0.92","0.02","0.24137931034482765","41497","41497","2000155"
"W","1","Galadriel's Dismissal","rare","Instant","37.99","24.61","40.26","22.05","2.06","0.640449438202247","78739","78739","3798857"
"W","5","Sunscorch Regent","rare","Creature","0.59","0.32","0.55","0.22","0.02","0.2893401015228425","78738","78738","3798857"
"G","1","Virulent Emissary","uncommon","Creature","0.49","0.42","0.72","0.32","0.02","0","14786","14786","713638"
"W,U","4","Heliod, the Radiant Dawn","rare","Creature","3.49","2.88","3.65","0.81","0.02","0.44761904761904764","38535","38535","1860951"
"G","8","Vorinclex, Voice of Hunger","mythic","Creature","7.49","6.06","13.17","7.11","0.02","2.606896551724142","78109","78109","3772297"
"G","4","Circuitous Route","uncommon","Sorcery","0.49","0.33","0.36","0.31","0.03","0.18032786885245902","78091","78091","3772297"
"G,W","4","Ajani, the Greathearted","rare","Planeswalker","1.29","0.61","0.72","0.26","0.02","0.2777777777777779","35900","35900","1735178"
"G","2","Elvish Warmaster","rare","Creature","6.99","6","4.39","3.43","0.03","0.2916666666666665","78044","78044","3772297"
"G,U,R","3","Temur Charm","uncommon","Instant","0.35","0.25","0.36","0.14","0.01","0.2857142857142857","18450","18450","891889"
"G,W","3","Harmonic Sliver","uncommon","Creature","1.29","1.49","0.72","0.3","0.03","1.3088235294117638","35868","35868","1735178"
"W","4","Battle Angels of Tyr","mythic","Creature","32.99","22.56","32.94","18.24","undefined","0.5497076023391815","78518","78518","3798857"
"W,U","2","Prince Imrahil the Fair","uncommon","Creature","0.35","0.22","0.36","0.08","0.03","0.17431192660550462","38441","38441","1860951"
"G","3","Khalni Ambush","uncommon","Instant","1.29","0.56","1.46","0.34","0.03","0.23893805309734523","77894","77894","3772297"
"B","2","Priest of Forgotten Gods","rare","Creature","4.99","2.36","4.39","2.17","0.02","0.35593220338983045","85607","85607","4146014"
"U","3","Unstoppable Plan","rare","Enchantment","3.99","2.71","3.65","1.15","0.02","0.5508474576271188","61132","61132","2961428"
"W","2","Daxos, Blessed by the Sun","uncommon","Creature","0.49","0.25","0.55","0.1","0.01","0.08522727272727276","78380","78380","3798857"
"B","3","Painful Truths","rare","Sorcery","0.49","0.29","0.36","0.15","0.02","0.09615384615384616","85528","85528","4146014"
"R","2","Magda, Brazen Outlaw","rare","Creature","1.99","2.03","1.46","0.57","0.02","0.8233532934131736","83936","83936","4068867"
"R","5","Gratuitous Violence","rare","Enchantment","0.99","0.5","0.72","0.54","0.02","0.4642857142857143","83927","83927","4068867"
"G","4","Abundance","rare","Enchantment","1.79","1.04","1.09","0.52","0.02","0.2972972972972973","77784","77784","3772297"
"G,U","4","Rashmi, Eternities Crafter","mythic","Creature","0.99","0.37","1.09","0.47","0.02","0.2525252525252527","37603","37603","1824186"
"B,R","3","Xantcha, Sleeper Agent","rare","Creature","1.99","1.26","1.46","0.9","1.04","0.4051724137931034","39205","39205","1902006"
"G","6","Season of Gathering","mythic","Sorcery","8.99","4.88","9.51","5.11","0.02","0.3888888888888889","70625","70625","3427938"
"B","3","Unstoppable Slasher","rare","Creature","6.99","4.14","5.85","3.04","0.02","0.8777777777777778","73722","73722","3578572"
"","3","Sculpting Steel","rare","Artifact","2.29","1.5","2.19","0.76","0.02","0.2506393861892583","167839","167839","8148845"
"G","2","Power Fist","rare","Artifact","11.99","12.4","11.71","8.11","2.11","0.4270833333333333","77676","77676","3772297"
"W","3","The Gaffer","rare","Creature","16.99","11.05","19.03","13.84","3.42","0.1956521739130435","78184","78184","3798857"
"B","3","Murderous Rider","rare","Creature","0.49","0.29","0.36","0.27","0.03","0.16756756756756763","85221","85221","4146014"
"B","5","Massacre Girl","rare","Creature","0.69","0.4","0.72","0.25","0.02","0.587926509186352","85192","85192","4146014"
"G,W","2","Garnet, Princess of Alexandria","uncommon","Creature","0.35","0.24","0.21","0.16","0.03","0.205607476635514","20118","20118","979101"
"G","2","Ilysian Caryatid","common","Creature","0.39","0.25","0.36","0.14","0.02","0.10869565217391308","77506","77506","3772297"
"R","4","Wild-Magic Sorcerer","rare","Creature","15.99","11","17.56","11.85","4.76","0.3276836158192092","83520","83520","4068867"
"G,U","7","Colossal Skyturtle","uncommon","Creature","0.99","0.44","0.72","0.45","0.03","0.18095238095238095","37405","37405","1824186"
"B","5","Crux of Fate","rare","Sorcery","0.99","0.49","0.72","0.57","0.02","0.4094707520891362","85008","85008","4146014"
"G","5","Overrun","uncommon","Sorcery","0.35","0.25","0.36","0.12","0.02","0.2708333333333332","77320","77320","3772297"
"G,W","3","Gluntch, the Bestower","rare","Creature","0.79","0.48","0.72","0.18","undefined","0.2543859649122806","35537","35537","1735178"
"R,G","5","Palani's Hatcher","rare","Creature","0.79","0.54","0.72","0.32","0.02","0.19491525423728814","36633","36633","1788871"
"","3","Cloud Key","rare","Artifact","2.49","1.4","2.92","1.39","0.02","0.27298050139275776","166872","166872","8148845"
"G","3","Song of the Dryads","rare","Enchantment","6.99","4.87","6.58","4.36","6.24","0.6972972972972977","77003","77003","3772297"
"W,U,B,R,G","3","Terra, Magical Adept","mythic","Creature","2.29","2.27","2.92","2.87","0.09","0.5535714285714285","6609","6609","323933"
"G,W","3","Behemoth Sledge","uncommon","Artifact","0.35","0.25","0.21","0.12","0.01","0.12173913043478267","35399","35399","1735178"
"B,G","4","Vraska, Golgari Queen","mythic","Planeswalker","5.49","3.5","5.12","2.25","0.02","0.4476190476190477","35300","35300","1730512"
"W","2","Parting Gust","uncommon","Instant","1.79","0.6","2.56","1.6","0.03","0.22485207100591717","70686","70686","3465650"
"G","2","Twitching Doll","rare","Creature","0.99","1.18","1.09","0.32","0.02","0.17142857142857154","70668","70668","3467493"
"R,G","5","Vibrance","mythic","Creature","11.99","9.99","15.37","9.45","1.51","0","6980","6980","342595"
"R","4","Delina, Wild Mage","rare","Creature","11.99","6.12","10.24","7.4","0.02","0.35555555555555535","82879","82879","4068867"
"G,W","4","Trostani, Selesnya's Voice","mythic","Creature","3.99","2","4.39","1.37","0.02","0.1523809523809524","35333","35333","1735178"
"R","3","Kazuul's Fury","uncommon","Instant","1.79","0.62","1.46","0.66","0.03","0.2079207920792079","82824","82824","4068867"
"W","4","Bennie Bracks, Zoologist","mythic","Creature","7.49","8.89","7.31","4.1","8.32","0.21472392638036814","77251","77251","3798857"
"G,U","4","Zimone, Paradox Sculptor","mythic","Creature","3.49","2.1","2.56","1.24","0.02","0.38749999999999996","30032","30032","1477042"
"U","2","Waterbender Ascension","rare","Enchantment","0.99","1.03","1.09","0.64","0.02","0","24528","24528","1206613"
"R","5","Ganax, Astral Hunter","uncommon","Creature","1.79","0.43","1.46","0.75","2.7","0.22157434402332354","82649","82649","4068867"
"G","1","Allosaurus Shepherd","mythic","Creature","54.99","55.05","54.9","33.26","6.72","0.8324607329842932","76607","76607","3772297"
"B","3","Praetor's Grasp","rare","Sorcery","12.99","11.37","12.44","8.25","0.02","1.023738872403561","84153","84153","4146014"
"B","4","No Mercy","mythic","Enchantment","24.99","18.66","26.35","13.72","2.01","1.1213720316622695","84150","84150","4146014"
"U","2","Maddening Cacophony","rare","Sorcery","10.99","6.51","7.31","4.45","0.02","0.8660714285714289","81724","81724","4028755"
"","3","Bontu's Monument","uncommon","Artifact","5.49","4.06","5.85","3.27","0.03","0.24566473988439294","165249","165249","8148845"
"W,U,B","2","Hashaton, Scarab's Fist","mythic","Creature","0.99","1","1.09","0.91","3.7","0.6736111111111112","15338","15338","756585"
"R","5","Rain of Riches","rare","Enchantment","1.29","0.51","1.46","0.57","2.9","0.38388625592417064","82482","82482","4068867"
"R,W","2","Bureau Headmaster","uncommon","Creature","5.99","5.95","5.12","2.2","0.05","0.2647058823529412","35665","35665","1760442"
"B,R","3","Locke, Treasure Hunter","rare","Creature","0.49","0.37","0.55","0.32","0.97","0.2666666666666668","22738","22738","1122458"
"G","2","Herald of the Pantheon","rare","Creature","4.49","3.23","3.65","2.04","0.02","0.23979591836734715","76382","76382","3772297"
"W","4","Rhox Faithmender","rare","Creature","2.29","1.62","2.19","1.65","0.02","0.3440860215053765","76899","76899","3798857"
"R","5","Siege-Gang Commander","rare","Creature","0.49","0.3","0.55","0.18","0.02","0.14136125654450263","82315","82315","4068867"
